account_id,deepikasum,parakhspend
2637409966,2273707.0,1053496.6270309407
3079193758,595214.0,412540.84903376456
17820698743,9985.0,5086.055432356
21891570382,133499.0,53186.5228883939
23903256547,1800.0,1093.9526009043
28914776520,197935.0,109995.1699846367
54736913503,26245.0,15050.367247115
64619502227,44076.0,27214.393563066
66548792077,18575.0,13638.0824169588
66636274316,44839.0,27502.9274232158
68930846606,51654.0,19334.825280621
72401294672,128323.0,116149.8187424958
75790327284,1370617.0,897082.5196351887
90436275138,81621.0,42172.5641512484
97001033170,39837.0,18046.8521535022
116631508635,7971.0,5891.8603025452
127247839315,30672.0,18166.8762667485
130653941854,14284.0,9344.1374092075
131752971524,26135.0,12427.5088084132
135329050410,16586.0,10224.8694325266
153518195166,14755.0,11112.3121601091
161115069565,210762.0,131687.4945014411
161282784430,3400.0,2175.9958062293
176839215860,400.0,280.7811400724
182401677120,331120.0,218066.5031926052
185774682289,0.0,16.710660931
210577074618,365813.0,248532.5874373691
211125458732,1087702.0,590893.0451994577
211125515568,290165.0,139205.4082765489
218943325897,3872.0,3136.1073771062
233815244996,241925.0,103146.9025563121
239103975135,118159.0,78988.946158673
239666495852,7315.0,5024.3164989431
239937555916,4300.0,79.876988649
251917288737,144211.0,118515.22760967792
252197745876,165527.0,77087.1895861549
264522784930,673.0,655.9451132785
269350686318,0.0,222.367420755
272415727726,1218447.0,713228.1415688032
272968093320,14948.0,8361.8452942125
290310562512,11200.0,7173.925706050501
304016915943,2021647.0,1246483.4512190616
318633126153,70414.0,39631.52512277099
320811487590,2536.0,1742.6747695137
322263815270,0.0,17.9348576247
337158390682,65294.0,48572.5769482796
337891198417,1025550.0,694804.9177101974
339712759199,40239.0,26666.247603329
339712810712,54214.0,23637.2876724247
340077773684,2646725.0,1736194.6442339253
340677782776,96876.0,34245.4700093321
352506242819,8880669.0,4369430.980911924
359716425895,739361.0,405053.8392696662
367464822874,2418.0,1675.0302617199
368920154232,20969.0,14190.9519075856
381491835802,765549.0,398224.8321157976
389881277731,9865.0,6150.0476134017
407648374860,92113.0,91666.0026277157
419830208690,295390.0,199666.5829848998
423969094700,503864.0,206795.2576368519
424503791295,1812163.0,1019253.127461992
439726107081,23293.0,13279.5574876144
442447453008,60973.0,36338.125719285
445736908015,1292375.0,665699.3229920109
453914767997,1915.0,1541.6336872473
465354398947,12403.0,10490.5050564687
469795226344,521116.0,12847736.482036589
470060591194,0.0,14.7741135987
471112938013,3200.0,3191.1970319144
471112958605,27350.0,17869.7848465558
474140895141,140482.0,76303.5403895989
475919677060,900.0,642.3946693984
479671683529,489019.0,303856.1927212935
480732456233,85479.0,49485.96014001021
481935107677,11475.0,6883.808685799901
492902601864,15279.0,11754.6553759287
494799526181,16449.0,7505.2955181212
495419344110,121635.0,64095.6844007374
505767364771,3009.0,2856.4860531421
510772292268,13044.0,7798.6533706381
518207312579,6300.0,3651.3326453442
522974168642,195989.0,115370.3526216499
532041146482,0.0,9.9006799134
538615689396,3000.0,2163.509212879
541095382258,22832.0,15768.4253970109
546818093346,291786.0,153539.7770739108
548411824430,3591.0,2063.5693715311
562921704166,47048.0,28708.1637528474
564188254156,1112671.0,768966.5238654452
567423616371,3059987.0,1897336.5699192816
576218818919,400.0,223.3946628097
576293063887,152671.0,86990.4929544617
576911611801,4516.0,2322.5904142205
605458724602,0.0,112.4290440287
608146213544,0.0,1929.3398028856
611670160261,24976.0,10776.0226627656
615069360012,46530.0,23845.5978667319
625612021127,23067.0,10999.3270540048
628412515026,5081699.0,3679252.964165616
630307967658,10541.0,6789.166340349
647564693872,174769.0,148133.5041900071
654654315008,3700.0,2264.2692958113003
658447621694,3900.0,2710.6918979181
661338130494,2324.0,1284.3670854035
663804405009,83600.0,40244.9220739643
664526282133,29122.0,24138.0915681157
678670235450,0.0,170.5779255874
685585466397,58589.0,30529.5363072578
698979518480,73535.0,29861.331634221
700271710604,10300.0,7194.9902109828
705108899578,726662.0,576500.9392509102
718893572916,36197.0,26688.3735196274
722152247093,33914.0,20732.1464430556
736384229724,43239.0,34515.0293384926
737499001343,1154.0,1464.712149635
745098155683,7738.0,4710.3511454041
746682193773,645189.0,413109.1227975998
752518464574,268879.0,128650.578845051
753168370952,282838.0,194445.0808504645
755560366148,644071.0,250765.4943259452
758230397644,206161.0,80097.2439425283
761904723706,398086.0,255186.8008694268
769263341944,1300.0,1249.890785052
789596305652,94621.0,56127.6906518976
797142548187,500.0,417.0073920638
798411736697,2600.0,2339.2444015738997
811134095225,657927.0,377345.79341550334
821240137883,26297.0,13900.2203784782
824873459626,18683.0,12646.869704847
841860372390,12060.0,6874.8878222652
848332057417,42125.0,14424.9189169329
860971823470,0.0,43.2648966285
885068115609,77177.0,44956.0715156605
898496923608,1342536.0,759253.1855685433
899249751508,1556401.0,819211.7645488435
901553615594,622748.0,372588.5130261433
907058949943,0.0,32.8165774971
913203018054,0.0,3.9402731917
914516902729,27255.0,17412.2199570582
929265682896,313085.0,166238.7819315375
952840895893,69779.0,29170.7934259424
968032760053,2291841.0,1180052.4429041625
975049937880,2600.0,1619.6939110363
975049957371,234110.0,140471.6039525652
984308723723,98325.0,56700.2407713166
997924011427,51898.0,32976.8339656955
